termin,wochentag,art,zone,dayofweek
2020-03-09,Mo,Kehrichtabfuhr,F,1
2020-03-12,Do,Kehrichtabfuhr,F,4
2020-03-26,Do,Kehrichtabfuhr,F,4
2020-03-30,Mo,Kehrichtabfuhr,F,1
2020-04-02,Do,Kehrichtabfuhr,F,4
2020-04-06,Mo,Kehrichtabfuhr,F,1
2020-04-23,Do,Kehrichtabfuhr,F,4
2020-04-27,Mo,Kehrichtabfuhr,F,1
2020-05-25,Mo,Kehrichtabfuhr,F,1
2020-05-28,Do,Kehrichtabfuhr,F,4
2020-06-08,Mo,Kehrichtabfuhr,F,1
2020-06-22,Mo,Kehrichtabfuhr,F,1
2020-06-29,Mo,Kehrichtabfuhr,F,1
2020-07-02,Do,Kehrichtabfuhr,F,4
2020-07-16,Do,Kehrichtabfuhr,F,4
2020-07-20,Mo,Kehrichtabfuhr,F,1
2020-08-13,Do,Kehrichtabfuhr,F,4
2020-08-20,Do,Kehrichtabfuhr,F,4
2020-09-03,Do,Kehrichtabfuhr,F,4
2020-09-17,Do,Kehrichtabfuhr,F,4
2020-09-21,Mo,Kehrichtabfuhr,F,1
2020-09-28,Mo,Kehrichtabfuhr,F,1
2020-10-01,Do,Kehrichtabfuhr,F,4
2020-10-05,Mo,Kehrichtabfuhr,F,1
2020-10-08,Do,Kehrichtabfuhr,F,4
2020-10-12,Mo,Kehrichtabfuhr,F,1
2020-10-15,Do,Kehrichtabfuhr,F,4
2020-10-26,Mo,Kehrichtabfuhr,F,1
2020-11-02,Mo,Kehrichtabfuhr,F,1
2020-11-12,Do,Kehrichtabfuhr,F,4
2020-11-30,Mo,Kehrichtabfuhr,F,1
2020-12-03,Do,Kehrichtabfuhr,F,4
2020-12-10,Do,Kehrichtabfuhr,F,4
2020-12-17,Do,Kehrichtabfuhr,F,4
2020-12-24,Do,Kehrichtabfuhr,F,4
2020-12-28,Mo,Kehrichtabfuhr,F,1
2020-01-02,Do,Kehrichtabfuhr,G,4
2020-02-03,Mo,Kehrichtabfuhr,G,1
2020-02-13,Do,Kehrichtabfuhr,G,4
2020-02-24,Mo,Kehrichtabfuhr,G,1
2020-02-27,Do,Kehrichtabfuhr,G,4
2020-03-09,Mo,Kehrichtabfuhr,G,1
2020-03-23,Mo,Kehrichtabfuhr,G,1
2020-03-26,Do,Kehrichtabfuhr,G,4
2020-04-06,Mo,Kehrichtabfuhr,G,1
2020-04-27,Mo,Kehrichtabfuhr,G,1
2020-05-07,Do,Kehrichtabfuhr,G,4
2020-05-18,Mo,Kehrichtabfuhr,G,1
2020-06-18,Do,Kehrichtabfuhr,G,4
2020-07-09,Do,Kehrichtabfuhr,G,4
2020-08-03,Mo,Kehrichtabfuhr,G,1
2020-08-13,Do,Kehrichtabfuhr,G,4
2020-08-24,Mo,Kehrichtabfuhr,G,1
2020-08-27,Do,Kehrichtabfuhr,G,4
2020-09-28,Mo,Kehrichtabfuhr,G,1
2020-10-05,Mo,Kehrichtabfuhr,G,1
2020-10-15,Do,Kehrichtabfuhr,G,4
2020-10-19,Mo,Kehrichtabfuhr,G,1
2020-10-22,Do,Kehrichtabfuhr,G,4
2020-10-26,Mo,Kehrichtabfuhr,G,1
2020-10-29,Do,Kehrichtabfuhr,G,4
2020-11-02,Mo,Kehrichtabfuhr,G,1
2020-11-09,Mo,Kehrichtabfuhr,G,1
2020-11-12,Do,Kehrichtabfuhr,G,4
2020-12-10,Do,Kehrichtabfuhr,G,4
2020-12-24,Do,Kehrichtabfuhr,G,4
2020-12-28,Mo,Kehrichtabfuhr,G,1
2020-12-31,Do,Kehrichtabfuhr,G,4
2020-01-03,Fr,Kehrichtabfuhr,H,5
2020-01-14,Di,Kehrichtabfuhr,H,2
2020-01-24,Fr,Kehrichtabfuhr,H,5
2020-01-31,Fr,Kehrichtabfuhr,H,5
2020-02-14,Fr,Kehrichtabfuhr,H,5
2020-02-28,Fr,Kehrichtabfuhr,H,5
2020-03-06,Fr,Kehrichtabfuhr,H,5
2020-03-13,Fr,Kehrichtabfuhr,H,5
2020-03-20,Fr,Kehrichtabfuhr,H,5
2020-04-03,Fr,Kehrichtabfuhr,H,5
2020-04-07,Di,Kehrichtabfuhr,H,2
2020-04-17,Fr,Kehrichtabfuhr,H,5
2020-04-28,Di,Kehrichtabfuhr,H,2
2020-05-05,Di,Kehrichtabfuhr,H,2
2020-05-29,Fr,Kehrichtabfuhr,H,5
2020-06-02,Di,Kehrichtabfuhr,H,2
2020-06-12,Fr,Kehrichtabfuhr,H,5
2020-06-23,Di,Kehrichtabfuhr,H,2
2020-06-26,Fr,Kehrichtabfuhr,H,5
2020-06-30,Di,Kehrichtabfuhr,H,2
2020-07-10,Fr,Kehrichtabfuhr,H,5
2020-07-17,Fr,Kehrichtabfuhr,H,5
2020-07-21,Di,Kehrichtabfuhr,H,2
2020-07-28,Di,Kehrichtabfuhr,H,2
2020-08-07,Fr,Kehrichtabfuhr,H,5
2020-08-11,Di,Kehrichtabfuhr,H,2
2020-08-28,Fr,Kehrichtabfuhr,H,5
2020-09-01,Di,Kehrichtabfuhr,H,2
2020-09-15,Di,Kehrichtabfuhr,H,2
2020-09-22,Di,Kehrichtabfuhr,H,2
2020-10-06,Di,Kehrichtabfuhr,H,2
2020-10-09,Fr,Kehrichtabfuhr,H,5
2020-10-13,Di,Kehrichtabfuhr,H,2
2020-11-06,Fr,Kehrichtabfuhr,H,5
2020-11-20,Fr,Kehrichtabfuhr,H,5
2020-12-11,Fr,Kehrichtabfuhr,H,5
2020-12-15,Di,Kehrichtabfuhr,H,2
2020-12-18,Fr,Kehrichtabfuhr,H,5
2020-01-23,Do,Metallabfuhr,A,4
2020-05-11,Mo,Metallabfuhr,A,1
2020-08-12,Mi,Metallabfuhr,A,3
2020-02-21,Fr,Metallabfuhr,B,5
2020-09-08,Di,Metallabfuhr,B,2
2020-12-31,Do,Metallabfuhr,B,4
2020-02-03,Mo,Metallabfuhr,C,1
2020-03-10,Di,Metallabfuhr,C,2
2020-05-04,Mo,Metallabfuhr,D,1
2020-07-14,Di,Metallabfuhr,D,2
2020-12-17,Do,Metallabfuhr,D,4
2020-07-01,Mi,Metallabfuhr,F,3
2020-10-07,Mi,Metallabfuhr,F,3
2020-02-07,Fr,Metallabfuhr,G,5
2020-11-17,Di,Metallabfuhr,G,2
2020-05-06,Mi,Metallabfuhr,H,3
2020-03-11,Mi,Papierabfuhr,A,3
2020-05-06,Mi,Papierabfuhr,A,3
2020-03-11,Mi,Papierabfuhr,B,3
2020-04-08,Mi,Papierabfuhr,B,3
2020-10-21,Mi,Papierabfuhr,B,3
2020-04-01,Mi,Papierabfuhr,C,3
2020-05-27,Mi,Papierabfuhr,C,3
2020-06-24,Mi,Papierabfuhr,C,3
2020-12-09,Mi,Papierabfuhr,C,3
2020-01-29,Mi,Papierabfuhr,D,3
2020-02-26,Mi,Papierabfuhr,D,3
2020-07-22,Mi,Papierabfuhr,D,3
2020-11-11,Mi,Papierabfuhr,D,3
2020-02-12,Mi,Papierabfuhr,E,3
2020-09-02,Mi,Papierabfuhr,E,3
2020-02-12,Mi,Papierabfuhr,F,3
2020-03-18,Mi,Papierabfuhr,F,3
2020-04-15,Mi,Papierabfuhr,F,3
2020-06-10,Mi,Papierabfuhr,F,3
2020-02-19,Mi,Papierabfuhr,G,3
2020-04-22,Mi,Papierabfuhr,G,3
2020-09-09,Mi,Papierabfuhr,G,3
2020-12-30,Mi,Papierabfuhr,G,3
2020-09-09,Mi,Papierabfuhr,H,3
2020-11-04,Mi,Papierabfuhr,H,3
2020-12-30,Mi,Papierabfuhr,H,3
2020-02-10,Mo,Unbrennbares,A,1
2020-07-13,Mo,Unbrennbares,A,1
2020-09-25,Fr,Unbrennbares,A,5
2020-06-11,Do,Unbrennbares,B,4
2020-09-11,Fr,Unbrennbares,B,5
2020-06-16,Di,Unbrennbares,C,2
2020-07-07,Di,Unbrennbares,C,2
2020-08-04,Di,Unbrennbares,C,2
2020-09-08,Di,Unbrennbares,C,2
2020-11-17,Di,Unbrennbares,C,2
2020-05-18,Mo,Unbrennbares,D,1
2020-06-29,Mo,Unbrennbares,D,1
2020-08-24,Mo,Unbrennbares,D,1
2020-10-19,Mo,Unbrennbares,D,1
2020-11-30,Mo,Unbrennbares,D,1
2020-01-27,Mo,Unbrennbares,E,1
2020-10-01,Do,Unbrennbares,E,4
2020-04-09,Do,Unbrennbares,F,4
2020-10-22,Do,Unbrennbares,F,4
2020-11-12,Do,Unbrennbares,F,4
2020-08-11,Di,Unbrennbares,G,2
2020-09-21,Mo,Unbrennbares,G,1
2020-10-06,Di,Unbrennbares,G,2
2020-11-10,Di,Unbrennbares,G,2
2020-05-07,Do,Unbrennbares,H,4
2020-07-28,Di,Unbrennbares,H,2
2020-02-24,Mo,Häckseldienst,A,1
2020-06-15,Mo,Häckseldienst,A,1
2020-06-15,Mo,Häckseldienst,B,1
2020-04-06,Mo,Häckseldienst,C,1
2020-04-06,Mo,Häckseldienst,D,1
2020-06-15,Mo,Häckseldienst,D,1
2020-04-07,Di,Häckseldienst,G,2
2020-06-16,Di,Häckseldienst,G,2
2020-02-25,Di,Häckseldienst,H,2
2020-06-16,Di,Häckseldienst,H,2
2021-01-08,Fr,Kehrichtabfuhr,A,5
2021-01-15,Fr,Kehrichtabfuhr,A,5
2021-02-02,Di,Kehrichtabfuhr,A,2
2021-02-09,Di,Kehrichtabfuhr,A,2
2021-02-26,Fr,Kehrichtabfuhr,A,5
2021-03-19,Fr,Kehrichtabfuhr,A,5
2021-03-26,Fr,Kehrichtabfuhr,A,5
2021-04-13,Di,Kehrichtabfuhr,A,2
2021-04-16,Fr,Kehrichtabfuhr,A,5
2021-04-30,Fr,Kehrichtabfuhr,A,5
2021-05-28,Fr,Kehrichtabfuhr,A,5
2021-06-08,Di,Kehrichtabfuhr,A,2
2021-06-15,Di,Kehrichtabfuhr,A,2
2021-06-18,Fr,Kehrichtabfuhr,A,5
2021-07-16,Fr,Kehrichtabfuhr,A,5
2021-07-30,Fr,Kehrichtabfuhr,A,5
2021-08-03,Di,Kehrichtabfuhr,A,2
2021-08-06,Fr,Kehrichtabfuhr,A,5
2021-08-10,Di,Kehrichtabfuhr,A,2
2021-08-13,Fr,Kehrichtabfuhr,A,5
2021-08-24,Di,Kehrichtabfuhr,A,2
2021-09-07,Di,Kehrichtabfuhr,A,2
2021-09-10,Fr,Kehrichtabfuhr,A,5
2021-09-17,Fr,Kehrichtabfuhr,A,5
2021-10-05,Di,Kehrichtabfuhr,A,2
2021-10-22,Fr,Kehrichtabfuhr,A,5
2021-10-29,Fr,Kehrichtabfuhr,A,5
2021-11-05,Fr,Kehrichtabfuhr,A,5
2021-11-16,Di,Kehrichtabfuhr,A,2
2021-11-23,Di,Kehrichtabfuhr,A,2
2021-11-30,Di,Kehrichtabfuhr,A,2
2021-12-10,Fr,Kehrichtabfuhr,A,5
2021-12-14,Di,Kehrichtabfuhr,A,2
2021-12-21,Di,Kehrichtabfuhr,A,2
2021-01-21,Do,Kehrichtabfuhr,B,4
2021-01-25,Mo,Kehrichtabfuhr,B,1
2021-02-01,Mo,Kehrichtabfuhr,B,1
2021-02-08,Mo,Kehrichtabfuhr,B,1
2021-02-18,Do,Kehrichtabfuhr,B,4
2021-03-08,Mo,Kehrichtabfuhr,B,1
2021-03-15,Mo,Kehrichtabfuhr,B,1
2021-03-22,Mo,Kehrichtabfuhr,B,1
2021-04-12,Mo,Kehrichtabfuhr,B,1
2021-04-26,Mo,Kehrichtabfuhr,B,1
2021-04-29,Do,Kehrichtabfuhr,B,4
2021-05-06,Do,Kehrichtabfuhr,B,4
2021-05-17,Mo,Kehrichtabfuhr,B,1
2021-05-27,Do,Kehrichtabfuhr,B,4
2021-06-07,Mo,Kehrichtabfuhr,B,1
2021-06-10,Do,Kehrichtabfuhr,B,4
2021-06-21,Mo,Kehrichtabfuhr,B,1
2021-07-05,Mo,Kehrichtabfuhr,B,1
2021-07-08,Do,Kehrichtabfuhr,B,4
2021-07-12,Mo,Kehrichtabfuhr,B,1
2021-08-12,Do,Kehrichtabfuhr,B,4
2021-08-23,Mo,Kehrichtabfuhr,B,1
2021-08-26,Do,Kehrichtabfuhr,B,4
2021-09-06,Mo,Kehrichtabfuhr,B,1
2021-09-16,Do,Kehrichtabfuhr,B,4
2021-09-23,Do,Kehrichtabfuhr,B,4
2021-10-07,Do,Kehrichtabfuhr,B,4
2021-10-11,Mo,Kehrichtabfuhr,B,1
2021-11-08,Mo,Kehrichtabfuhr,B,1
2021-11-15,Mo,Kehrichtabfuhr,B,1
2021-11-18,Do,Kehrichtabfuhr,B,4
2021-11-29,Mo,Kehrichtabfuhr,B,1
2021-12-02,Do,Kehrichtabfuhr,B,4
2021-12-09,Do,Kehrichtabfuhr,B,4
2021-12-13,Mo,Kehrichtabfuhr,B,1
2021-12-20,Mo,Kehrichtabfuhr,B,1
2021-01-04,Mo,Kehrichtabfuhr,C,1
2021-01-07,Do,Kehrichtabfuhr,C,4
2021-01-14,Do,Kehrichtabfuhr,C,4
2021-02-01,Mo,Kehrichtabfuhr,C,1
2021-02-04,Do,Kehrichtabfuhr,C,4
2021-02-08,Mo,Kehrichtabfuhr,C,1
2021-02-15,Mo,Kehrichtabfuhr,C,1
2021-02-18,Do,Kehrichtabfuhr,C,4
2021-02-22,Mo,Kehrichtabfuhr,C,1
2021-03-01,Mo,Kehrichtabfuhr,C,1
2021-03-04,Do,Kehrichtabfuhr,C,4
2021-03-11,Do,Kehrichtabfuhr,C,4
2021-03-22,Mo,Kehrichtabfuhr,C,1
2021-04-01,Do,Kehrichtabfuhr,C,4
2021-04-08,Do,Kehrichtabfuhr,C,4
2021-04-19,Mo,Kehrichtabfuhr,C,1
2021-04-22,Do,Kehrichtabfuhr,C,4
2021-05-06,Do,Kehrichtabfuhr,C,4
2021-05-31,Mo,Kehrichtabfuhr,C,1
2021-06-03,Do,Kehrichtabfuhr,C,4
2021-06-07,Mo,Kehrichtabfuhr,C,1
2021-06-10,Do,Kehrichtabfuhr,C,4
2021-06-14,Mo,Kehrichtabfuhr,C,1
2021-06-21,Mo,Kehrichtabfuhr,C,1
2021-07-01,Do,Kehrichtabfuhr,C,4
2021-07-12,Mo,Kehrichtabfuhr,C,1
2021-07-19,Mo,Kehrichtabfuhr,C,1
2021-07-26,Mo,Kehrichtabfuhr,C,1
2021-09-23,Do,Kehrichtabfuhr,C,4
2021-11-04,Do,Kehrichtabfuhr,C,4
2021-11-15,Mo,Kehrichtabfuhr,C,1
2021-11-22,Mo,Kehrichtabfuhr,C,1
2021-11-29,Mo,Kehrichtabfuhr,C,1
2021-12-06,Mo,Kehrichtabfuhr,C,1
2021-12-09,Do,Kehrichtabfuhr,C,4
2021-12-16,Do,Kehrichtabfuhr,C,4
2021-12-20,Mo,Kehrichtabfuhr,C,1
2021-12-23,Do,Kehrichtabfuhr,C,4
2021-01-08,Fr,Kehrichtabfuhr,D,5
2021-01-26,Di,Kehrichtabfuhr,D,2
2021-02-02,Di,Kehrichtabfuhr,D,2
2021-03-12,Fr,Kehrichtabfuhr,D,5
2021-03-30,Di,Kehrichtabfuhr,D,2
2021-05-11,Di,Kehrichtabfuhr,D,2
2021-05-14,Fr,Kehrichtabfuhr,D,5
2021-05-18,Di,Kehrichtabfuhr,D,2
2021-05-28,Fr,Kehrichtabfuhr,D,5
2021-06-08,Di,Kehrichtabfuhr,D,2
2021-06-11,Fr,Kehrichtabfuhr,D,5
2021-06-25,Fr,Kehrichtabfuhr,D,5
2021-06-29,Di,Kehrichtabfuhr,D,2
2021-07-06,Di,Kehrichtabfuhr,D,2
2021-07-09,Fr,Kehrichtabfuhr,D,5
2021-07-13,Di,Kehrichtabfuhr,D,2
2021-07-30,Fr,Kehrichtabfuhr,D,5
2021-08-06,Fr,Kehrichtabfuhr,D,5
2021-08-10,Di,Kehrichtabfuhr,D,2
2021-08-13,Fr,Kehrichtabfuhr,D,5
2021-09-07,Di,Kehrichtabfuhr,D,2
2021-10-01,Fr,Kehrichtabfuhr,D,5
2021-10-26,Di,Kehrichtabfuhr,D,2
2021-10-29,Fr,Kehrichtabfuhr,D,5
2021-11-02,Di,Kehrichtabfuhr,D,2
2021-11-19,Fr,Kehrichtabfuhr,D,5
2021-11-23,Di,Kehrichtabfuhr,D,2
2021-12-03,Fr,Kehrichtabfuhr,D,5
2021-12-07,Di,Kehrichtabfuhr,D,2
2021-01-15,Fr,Kehrichtabfuhr,E,5
2021-01-26,Di,Kehrichtabfuhr,E,2
2021-02-05,Fr,Kehrichtabfuhr,E,5
2021-02-19,Fr,Kehrichtabfuhr,E,5
2021-02-26,Fr,Kehrichtabfuhr,E,5
2021-03-19,Fr,Kehrichtabfuhr,E,5
2021-03-23,Di,Kehrichtabfuhr,E,2
2021-04-06,Di,Kehrichtabfuhr,E,2
2021-04-09,Fr,Kehrichtabfuhr,E,5
2021-04-13,Di,Kehrichtabfuhr,E,2
2021-05-04,Di,Kehrichtabfuhr,E,2
2021-05-07,Fr,Kehrichtabfuhr,E,5
2021-05-11,Di,Kehrichtabfuhr,E,2
2021-05-18,Di,Kehrichtabfuhr,E,2
2021-06-25,Fr,Kehrichtabfuhr,E,5
2021-07-02,Fr,Kehrichtabfuhr,E,5
2021-07-09,Fr,Kehrichtabfuhr,E,5
2021-07-16,Fr,Kehrichtabfuhr,E,5
2021-07-27,Di,Kehrichtabfuhr,E,2
2021-08-03,Di,Kehrichtabfuhr,E,2
2021-08-13,Fr,Kehrichtabfuhr,E,5
2021-08-20,Fr,Kehrichtabfuhr,E,5
2021-08-24,Di,Kehrichtabfuhr,E,2
2021-09-03,Fr,Kehrichtabfuhr,E,5
2021-09-28,Di,Kehrichtabfuhr,E,2
2021-10-05,Di,Kehrichtabfuhr,E,2
2021-10-12,Di,Kehrichtabfuhr,E,2
2021-10-26,Di,Kehrichtabfuhr,E,2
2021-11-05,Fr,Kehrichtabfuhr,E,5
2021-11-19,Fr,Kehrichtabfuhr,E,5
2021-11-30,Di,Kehrichtabfuhr,E,2
2021-12-10,Fr,Kehrichtabfuhr,E,5
2021-12-21,Di,Kehrichtabfuhr,E,2
2021-12-28,Di,Kehrichtabfuhr,E,2
2021-01-04,Mo,Kehrichtabfuhr,F,1
2021-01-11,Mo,Kehrichtabfuhr,F,1
2021-01-18,Mo,Kehrichtabfuhr,F,1
2021-01-25,Mo,Kehrichtabfuhr,F,1
2021-02-01,Mo,Kehrichtabfuhr,F,1
2021-02-04,Do,Kehrichtabfuhr,F,4
2021-02-15,Mo,Kehrichtabfuhr,F,1
2021-03-01,Mo,Kehrichtabfuhr,F,1
2021-03-11,Do,Kehrichtabfuhr,F,4
2021-03-15,Mo,Kehrichtabfuhr,F,1
2021-03-25,Do,Kehrichtabfuhr,F,4
2021-03-29,Mo,Kehrichtabfuhr,F,1
2021-04-22,Do,Kehrichtabfuhr,F,4
2021-05-03,Mo,Kehrichtabfuhr,F,1
2021-05-31,Mo,Kehrichtabfuhr,F,1
2021-06-07,Mo,Kehrichtabfuhr,F,1
2021-06-24,Do,Kehrichtabfuhr,F,4
2021-07-12,Mo,Kehrichtabfuhr,F,1
2021-07-15,Do,Kehrichtabfuhr,F,4
2021-07-22,Do,Kehrichtabfuhr,F,4
2021-07-26,Mo,Kehrichtabfuhr,F,1
2021-08-02,Mo,Kehrichtabfuhr,F,1
2021-08-19,Do,Kehrichtabfuhr,F,4
2021-08-23,Mo,Kehrichtabfuhr,F,1
2021-09-06,Mo,Kehrichtabfuhr,F,1
2021-09-09,Do,Kehrichtabfuhr,F,4
2021-10-11,Mo,Kehrichtabfuhr,F,1
2021-10-28,Do,Kehrichtabfuhr,F,4
2021-11-04,Do,Kehrichtabfuhr,F,4
2021-11-08,Mo,Kehrichtabfuhr,F,1
2021-11-22,Mo,Kehrichtabfuhr,F,1
2021-12-02,Do,Kehrichtabfuhr,F,4
2021-12-13,Mo,Kehrichtabfuhr,F,1
2021-12-16,Do,Kehrichtabfuhr,F,4
2021-12-23,Do,Kehrichtabfuhr,F,4
2021-12-30,Do,Kehrichtabfuhr,F,4
2021-01-28,Do,Kehrichtabfuhr,G,4
2021-02-22,Mo,Kehrichtabfuhr,G,1
2021-03-01,Mo,Kehrichtabfuhr,G,1
2021-03-08,Mo,Kehrichtabfuhr,G,1
2021-03-11,Do,Kehrichtabfuhr,G,4
2021-03-15,Mo,Kehrichtabfuhr,G,1
2021-04-08,Do,Kehrichtabfuhr,G,4
2021-04-12,Mo,Kehrichtabfuhr,G,1
2021-04-19,Mo,Kehrichtabfuhr,G,1
2021-04-26,Mo,Kehrichtabfuhr,G,1
2021-05-03,Mo,Kehrichtabfuhr,G,1
2021-05-17,Mo,Kehrichtabfuhr,G,1
2021-05-31,Mo,Kehrichtabfuhr,G,1
2021-06-07,Mo,Kehrichtabfuhr,G,1
2021-06-10,Do,Kehrichtabfuhr,G,4
2021-06-21,Mo,Kehrichtabfuhr,G,1
2021-06-24,Do,Kehrichtabfuhr,G,4
2021-07-01,Do,Kehrichtabfuhr,G,4
2021-07-12,Mo,Kehrichtabfuhr,G,1
2021-07-19,Mo,Kehrichtabfuhr,G,1
2021-07-26,Mo,Kehrichtabfuhr,G,1
2021-07-29,Do,Kehrichtabfuhr,G,4
2021-08-02,Mo,Kehrichtabfuhr,G,1
2021-08-12,Do,Kehrichtabfuhr,G,4
2021-08-30,Mo,Kehrichtabfuhr,G,1
2021-09-02,Do,Kehrichtabfuhr,G,4
2021-09-30,Do,Kehrichtabfuhr,G,4
2021-10-14,Do,Kehrichtabfuhr,G,4
2021-10-18,Mo,Kehrichtabfuhr,G,1
2021-10-21,Do,Kehrichtabfuhr,G,4
2021-11-22,Mo,Kehrichtabfuhr,G,1
2021-11-29,Mo,Kehrichtabfuhr,G,1
2021-12-09,Do,Kehrichtabfuhr,G,4
2021-12-13,Mo,Kehrichtabfuhr,G,1
2021-12-23,Do,Kehrichtabfuhr,G,4
2021-12-30,Do,Kehrichtabfuhr,G,4
2021-01-15,Fr,Kehrichtabfuhr,H,5
2021-02-02,Di,Kehrichtabfuhr,H,2
2021-02-09,Di,Kehrichtabfuhr,H,2
2021-02-19,Fr,Kehrichtabfuhr,H,5
2021-03-12,Fr,Kehrichtabfuhr,H,5
2021-03-23,Di,Kehrichtabfuhr,H,2
2021-03-30,Di,Kehrichtabfuhr,H,2
2021-04-09,Fr,Kehrichtabfuhr,H,5
2021-04-13,Di,Kehrichtabfuhr,H,2
2021-04-16,Fr,Kehrichtabfuhr,H,5
2021-05-04,Di,Kehrichtabfuhr,H,2
2021-05-07,Fr,Kehrichtabfuhr,H,5
2021-05-14,Fr,Kehrichtabfuhr,H,5
2021-05-18,Di,Kehrichtabfuhr,H,2
2021-05-25,Di,Kehrichtabfuhr,H,2
2021-05-28,Fr,Kehrichtabfuhr,H,5
2021-06-08,Di,Kehrichtabfuhr,H,2
2021-06-15,Di,Kehrichtabfuhr,H,2
2021-06-29,Di,Kehrichtabfuhr,H,2
2021-07-16,Fr,Kehrichtabfuhr,H,5
2021-07-23,Fr,Kehrichtabfuhr,H,5
2021-07-27,Di,Kehrichtabfuhr,H,2
2021-08-06,Fr,Kehrichtabfuhr,H,5
2021-08-17,Di,Kehrichtabfuhr,H,2
2021-08-24,Di,Kehrichtabfuhr,H,2
2021-09-10,Fr,Kehrichtabfuhr,H,5
2021-09-14,Di,Kehrichtabfuhr,H,2
2021-09-28,Di,Kehrichtabfuhr,H,2
2021-10-05,Di,Kehrichtabfuhr,H,2
2021-10-15,Fr,Kehrichtabfuhr,H,5
2021-10-19,Di,Kehrichtabfuhr,H,2
2021-10-22,Fr,Kehrichtabfuhr,H,5
2021-11-02,Di,Kehrichtabfuhr,H,2
2021-11-09,Di,Kehrichtabfuhr,H,2
2021-11-23,Di,Kehrichtabfuhr,H,2
2021-11-26,Fr,Kehrichtabfuhr,H,5
2021-12-07,Di,Kehrichtabfuhr,H,2
2021-12-10,Fr,Kehrichtabfuhr,H,5
2021-12-17,Fr,Kehrichtabfuhr,H,5
2021-12-24,Fr,Kehrichtabfuhr,H,5
2021-01-07,Do,Grünabfuhr,A,4
2021-03-04,Do,Grünabfuhr,A,4
2021-04-01,Do,Grünabfuhr,A,4
2021-04-08,Do,Grünabfuhr,A,4
2021-04-22,Do,Grünabfuhr,A,4
2021-05-06,Do,Grünabfuhr,A,4
2021-07-29,Do,Grünabfuhr,A,4
2021-08-12,Do,Grünabfuhr,A,4
2021-09-16,Do,Grünabfuhr,A,4
2021-12-09,Do,Grünabfuhr,A,4
2021-01-07,Do,Grünabfuhr,B,4
2021-02-04,Do,Grünabfuhr,B,4
2021-04-15,Do,Grünabfuhr,B,4
2021-04-22,Do,Grünabfuhr,B,4
2021-05-27,Do,Grünabfuhr,B,4
2021-07-08,Do,Grünabfuhr,B,4
2021-07-15,Do,Grünabfuhr,B,4
2021-07-29,Do,Grünabfuhr,B,4
2021-08-12,Do,Grünabfuhr,B,4
2021-08-19,Do,Grünabfuhr,B,4
2021-10-14,Do,Grünabfuhr,B,4
2021-10-28,Do,Grünabfuhr,B,4
2021-12-23,Do,Grünabfuhr,B,4
2021-02-19,Fr,Grünabfuhr,C,5
2021-03-26,Fr,Grünabfuhr,C,5
2021-04-09,Fr,Grünabfuhr,C,5
2021-05-07,Fr,Grünabfuhr,C,5
2021-05-21,Fr,Grünabfuhr,C,5
2021-05-28,Fr,Grünabfuhr,C,5
2021-06-04,Fr,Grünabfuhr,C,5
2021-06-11,Fr,Grünabfuhr,C,5
2021-06-25,Fr,Grünabfuhr,C,5
2021-07-02,Fr,Grünabfuhr,C,5
2021-07-16,Fr,Grünabfuhr,C,5
2021-08-06,Fr,Grünabfuhr,C,5
2021-08-20,Fr,Grünabfuhr,C,5
2021-08-27,Fr,Grünabfuhr,C,5
2021-09-10,Fr,Grünabfuhr,C,5
2021-09-24,Fr,Grünabfuhr,C,5
2021-10-01,Fr,Grünabfuhr,C,5
2021-10-08,Fr,Grünabfuhr,C,5
2021-01-07,Do,Grünabfuhr,D,4
2021-01-21,Do,Grünabfuhr,D,4
2021-03-04,Do,Grünabfuhr,D,4
