termin,wochentag,art,zone,dayofweek
2021-08-19,Do,Kehrichtabfuhr,B,4
2021-09-09,Do,Kehrichtabfuhr,B,4
2021-09-13,Mo,Kehrichtabfuhr,B,1
2021-09-20,Mo,Kehrichtabfuhr,B,1
2021-09-30,Do,Kehrichtabfuhr,B,4
2021-10-14,Do,Kehrichtabfuhr,B,4
2021-10-25,Mo,Kehrichtabfuhr,B,1
2021-11-01,Mo,Kehrichtabfuhr,B,1
2021-12-06,Mo,Kehrichtabfuhr,B,1
2021-12-16,Do,Kehrichtabfuhr,B,4
2021-01-11,Mo,Kehrichtabfuhr,C,1
2021-01-21,Do,Kehrichtabfuhr,C,4
2021-01-28,Do,Kehrichtabfuhr,C,4
2021-02-11,Do,Kehrichtabfuhr,C,4
2021-02-25,Do,Kehrichtabfuhr,C,4
2021-03-18,Do,Kehrichtabfuhr,C,4
2021-03-29,Mo,Kehrichtabfuhr,C,1
2021-04-12,Mo,Kehrichtabfuhr,C,1
2021-05-03,Mo,Kehrichtabfuhr,C,1
2021-05-20,Do,Kehrichtabfuhr,C,4
2021-05-27,Do,Kehrichtabfuhr,C,4
2021-06-17,Do,Kehrichtabfuhr,C,4
2021-06-24,Do,Kehrichtabfuhr,C,4
2021-07-08,Do,Kehrichtabfuhr,C,4
2021-07-15,Do,Kehrichtabfuhr,C,4
2021-08-09,Mo,Kehrichtabfuhr,C,1
2021-08-16,Mo,Kehrichtabfuhr,C,1
2021-08-19,Do,Kehrichtabfuhr,C,4
2021-08-26,Do,Kehrichtabfuhr,C,4
2021-08-30,Mo,Kehrichtabfuhr,C,1
2021-09-27,Mo,Kehrichtabfuhr,C,1
2021-09-30,Do,Kehrichtabfuhr,C,4
2021-10-04,Mo,Kehrichtabfuhr,C,1
2021-10-11,Mo,Kehrichtabfuhr,C,1
2021-10-14,Do,Kehrichtabfuhr,C,4
2021-10-21,Do,Kehrichtabfuhr,C,4
2021-10-25,Mo,Kehrichtabfuhr,C,1
2021-11-08,Mo,Kehrichtabfuhr,C,1
2021-11-11,Do,Kehrichtabfuhr,C,4
2021-11-25,Do,Kehrichtabfuhr,C,4
2021-12-02,Do,Kehrichtabfuhr,C,4
2021-12-13,Mo,Kehrichtabfuhr,C,1
2021-12-27,Mo,Kehrichtabfuhr,C,1
2021-01-05,Di,Kehrichtabfuhr,D,2
2021-01-12,Di,Kehrichtabfuhr,D,2
2021-01-15,Fr,Kehrichtabfuhr,D,5
2021-01-19,Di,Kehrichtabfuhr,D,2
2021-01-22,Fr,Kehrichtabfuhr,D,5
2021-02-12,Fr,Kehrichtabfuhr,D,5
2021-03-02,Di,Kehrichtabfuhr,D,2
2021-03-23,Di,Kehrichtabfuhr,D,2
2021-04-06,Di,Kehrichtabfuhr,D,2
2021-04-13,Di,Kehrichtabfuhr,D,2
2021-04-16,Fr,Kehrichtabfuhr,D,5
2021-04-30,Fr,Kehrichtabfuhr,D,5
2021-05-07,Fr,Kehrichtabfuhr,D,5
2021-06-01,Di,Kehrichtabfuhr,D,2
2021-06-18,Fr,Kehrichtabfuhr,D,5
2021-07-02,Fr,Kehrichtabfuhr,D,5
2021-07-16,Fr,Kehrichtabfuhr,D,5
2021-07-20,Di,Kehrichtabfuhr,D,2
2021-07-23,Fr,Kehrichtabfuhr,D,5
2021-08-24,Di,Kehrichtabfuhr,D,2
2021-09-10,Fr,Kehrichtabfuhr,D,5
2021-09-14,Di,Kehrichtabfuhr,D,2
2021-09-17,Fr,Kehrichtabfuhr,D,5
2021-09-28,Di,Kehrichtabfuhr,D,2
2021-10-08,Fr,Kehrichtabfuhr,D,5
2021-10-22,Fr,Kehrichtabfuhr,D,5
2021-11-05,Fr,Kehrichtabfuhr,D,5
2021-11-09,Di,Kehrichtabfuhr,D,2
2021-12-10,Fr,Kehrichtabfuhr,D,5
2021-12-14,Di,Kehrichtabfuhr,D,2
2021-12-17,Fr,Kehrichtabfuhr,D,5
2021-12-24,Fr,Kehrichtabfuhr,D,5
2021-12-28,Di,Kehrichtabfuhr,D,2
2021-12-31,Fr,Kehrichtabfuhr,D,5
2021-01-05,Di,Kehrichtabfuhr,E,2
2021-01-08,Fr,Kehrichtabfuhr,E,5
2021-01-29,Fr,Kehrichtabfuhr,E,5
2021-02-09,Di,Kehrichtabfuhr,E,2
2021-02-12,Fr,Kehrichtabfuhr,E,5
2021-02-16,Di,Kehrichtabfuhr,E,2
2021-03-02,Di,Kehrichtabfuhr,E,2
2021-03-05,Fr,Kehrichtabfuhr,E,5
2021-03-12,Fr,Kehrichtabfuhr,E,5
2021-03-26,Fr,Kehrichtabfuhr,E,5
2021-04-16,Fr,Kehrichtabfuhr,E,5
2021-04-20,Di,Kehrichtabfuhr,E,2
2021-04-23,Fr,Kehrichtabfuhr,E,5
2021-04-30,Fr,Kehrichtabfuhr,E,5
2021-05-14,Fr,Kehrichtabfuhr,E,5
2021-05-21,Fr,Kehrichtabfuhr,E,5
2021-06-01,Di,Kehrichtabfuhr,E,2
2021-06-04,Fr,Kehrichtabfuhr,E,5
2021-06-11,Fr,Kehrichtabfuhr,E,5
2021-06-15,Di,Kehrichtabfuhr,E,2
2021-06-22,Di,Kehrichtabfuhr,E,2
2021-06-29,Di,Kehrichtabfuhr,E,2
2021-07-13,Di,Kehrichtabfuhr,E,2
2021-07-30,Fr,Kehrichtabfuhr,E,5
2021-08-06,Fr,Kehrichtabfuhr,E,5
2021-08-10,Di,Kehrichtabfuhr,E,2
2021-08-17,Di,Kehrichtabfuhr,E,2
2021-09-07,Di,Kehrichtabfuhr,E,2
2021-09-10,Fr,Kehrichtabfuhr,E,5
2021-09-14,Di,Kehrichtabfuhr,E,2
2021-09-24,Fr,Kehrichtabfuhr,E,5
2021-10-19,Di,Kehrichtabfuhr,E,2
2021-10-22,Fr,Kehrichtabfuhr,E,5
2021-11-09,Di,Kehrichtabfuhr,E,2
2021-11-12,Fr,Kehrichtabfuhr,E,5
2021-11-23,Di,Kehrichtabfuhr,E,2
2021-11-26,Fr,Kehrichtabfuhr,E,5
2021-12-07,Di,Kehrichtabfuhr,E,2
2021-12-14,Di,Kehrichtabfuhr,E,2
2021-12-17,Fr,Kehrichtabfuhr,E,5
2021-12-24,Fr,Kehrichtabfuhr,E,5
2021-12-31,Fr,Kehrichtabfuhr,E,5
2021-01-14,Do,Kehrichtabfuhr,F,4
2021-02-08,Mo,Kehrichtabfuhr,F,1
2021-02-11,Do,Kehrichtabfuhr,F,4
2021-02-18,Do,Kehrichtabfuhr,F,4
2021-03-04,Do,Kehrichtabfuhr,F,4
2021-03-08,Mo,Kehrichtabfuhr,F,1
2021-03-18,Do,Kehrichtabfuhr,F,4
2021-04-01,Do,Kehrichtabfuhr,F,4
2021-04-19,Mo,Kehrichtabfuhr,F,1
2021-05-17,Mo,Kehrichtabfuhr,F,1
2021-06-03,Do,Kehrichtabfuhr,F,4
2021-06-17,Do,Kehrichtabfuhr,F,4
2021-06-28,Mo,Kehrichtabfuhr,F,1
2021-07-01,Do,Kehrichtabfuhr,F,4
2021-07-05,Mo,Kehrichtabfuhr,F,1
2021-07-19,Mo,Kehrichtabfuhr,F,1
2021-08-05,Do,Kehrichtabfuhr,F,4
2021-08-09,Mo,Kehrichtabfuhr,F,1
2021-08-26,Do,Kehrichtabfuhr,F,4
2021-09-13,Mo,Kehrichtabfuhr,F,1
2021-09-16,Do,Kehrichtabfuhr,F,4
2021-10-04,Mo,Kehrichtabfuhr,F,1
2021-10-18,Mo,Kehrichtabfuhr,F,1
2021-10-21,Do,Kehrichtabfuhr,F,4
2021-10-25,Mo,Kehrichtabfuhr,F,1
2021-11-15,Mo,Kehrichtabfuhr,F,1
2021-11-18,Do,Kehrichtabfuhr,F,4
2021-12-06,Mo,Kehrichtabfuhr,F,1
2021-12-09,Do,Kehrichtabfuhr,F,4
2021-01-04,Mo,Kehrichtabfuhr,G,1
2021-01-07,Do,Kehrichtabfuhr,G,4
2021-01-11,Mo,Kehrichtabfuhr,G,1
2021-01-18,Mo,Kehrichtabfuhr,G,1
2021-01-21,Do,Kehrichtabfuhr,G,4
2021-01-25,Mo,Kehrichtabfuhr,G,1
2021-02-01,Mo,Kehrichtabfuhr,G,1
2021-02-04,Do,Kehrichtabfuhr,G,4
2021-02-08,Mo,Kehrichtabfuhr,G,1
2021-02-15,Mo,Kehrichtabfuhr,G,1
2021-02-18,Do,Kehrichtabfuhr,G,4
2021-02-25,Do,Kehrichtabfuhr,G,4
2021-03-22,Mo,Kehrichtabfuhr,G,1
2021-04-01,Do,Kehrichtabfuhr,G,4
2021-04-29,Do,Kehrichtabfuhr,G,4
2021-06-14,Mo,Kehrichtabfuhr,G,1
2021-07-08,Do,Kehrichtabfuhr,G,4
2021-07-15,Do,Kehrichtabfuhr,G,4
2021-08-16,Mo,Kehrichtabfuhr,G,1
2021-08-26,Do,Kehrichtabfuhr,G,4
2021-09-09,Do,Kehrichtabfuhr,G,4
2021-09-16,Do,Kehrichtabfuhr,G,4
2021-09-20,Mo,Kehrichtabfuhr,G,1
2021-09-23,Do,Kehrichtabfuhr,G,4
2021-10-04,Mo,Kehrichtabfuhr,G,1
2021-10-25,Mo,Kehrichtabfuhr,G,1
2021-10-28,Do,Kehrichtabfuhr,G,4
2021-11-01,Mo,Kehrichtabfuhr,G,1
2021-11-04,Do,Kehrichtabfuhr,G,4
2021-11-08,Mo,Kehrichtabfuhr,G,1
2021-11-18,Do,Kehrichtabfuhr,G,4
2021-12-20,Mo,Kehrichtabfuhr,G,1
2021-01-12,Di,Kehrichtabfuhr,H,2
2021-01-22,Fr,Kehrichtabfuhr,H,5
2021-01-26,Di,Kehrichtabfuhr,H,2
2021-01-29,Fr,Kehrichtabfuhr,H,5
2021-02-05,Fr,Kehrichtabfuhr,H,5
2021-02-16,Di,Kehrichtabfuhr,H,2
2021-02-26,Fr,Kehrichtabfuhr,H,5
2021-03-02,Di,Kehrichtabfuhr,H,2
2021-03-16,Di,Kehrichtabfuhr,H,2
2021-03-19,Fr,Kehrichtabfuhr,H,5
2021-04-06,Di,Kehrichtabfuhr,H,2
2021-04-23,Fr,Kehrichtabfuhr,H,5
2021-04-27,Di,Kehrichtabfuhr,H,2
2021-05-11,Di,Kehrichtabfuhr,H,2
2021-06-04,Fr,Kehrichtabfuhr,H,5
2021-06-11,Fr,Kehrichtabfuhr,H,5
2021-06-18,Fr,Kehrichtabfuhr,H,5
2021-06-22,Di,Kehrichtabfuhr,H,2
2021-06-25,Fr,Kehrichtabfuhr,H,5
2021-07-02,Fr,Kehrichtabfuhr,H,5
2021-07-30,Fr,Kehrichtabfuhr,H,5
2021-08-10,Di,Kehrichtabfuhr,H,2
2021-08-13,Fr,Kehrichtabfuhr,H,5
2021-08-31,Di,Kehrichtabfuhr,H,2
2021-09-03,Fr,Kehrichtabfuhr,H,5
2021-09-07,Di,Kehrichtabfuhr,H,2
2021-09-17,Fr,Kehrichtabfuhr,H,5
2021-09-21,Di,Kehrichtabfuhr,H,2
2021-10-01,Fr,Kehrichtabfuhr,H,5
2021-10-12,Di,Kehrichtabfuhr,H,2
2021-10-26,Di,Kehrichtabfuhr,H,2
2021-11-12,Fr,Kehrichtabfuhr,H,5
2021-11-30,Di,Kehrichtabfuhr,H,2
2021-12-14,Di,Kehrichtabfuhr,H,2
2021-12-21,Di,Kehrichtabfuhr,H,2
2021-12-31,Fr,Kehrichtabfuhr,H,5
2021-01-21,Do,Grünabfuhr,A,4
2021-02-04,Do,Grünabfuhr,A,4
2021-03-11,Do,Grünabfuhr,A,4
2021-03-25,Do,Grünabfuhr,A,4
2021-05-27,Do,Grünabfuhr,A,4
2021-06-03,Do,Grünabfuhr,A,4
2021-06-17,Do,Grünabfuhr,A,4
2021-06-24,Do,Grünabfuhr,A,4
2021-07-15,Do,Grünabfuhr,A,4
2021-07-22,Do,Grünabfuhr,A,4
2021-08-19,Do,Grünabfuhr,A,4
2021-09-09,Do,Grünabfuhr,A,4
2021-09-23,Do,Grünabfuhr,A,4
2021-09-30,Do,Grünabfuhr,A,4
2021-11-11,Do,Grünabfuhr,A,4
2021-11-18,Do,Grünabfuhr,A,4
2021-11-25,Do,Grünabfuhr,A,4
2021-12-23,Do,Grünabfuhr,A,4
2021-01-21,Do,Grünabfuhr,B,4
2021-03-04,Do,Grünabfuhr,B,4
2021-03-11,Do,Grünabfuhr,B,4
2021-03-18,Do,Grünabfuhr,B,4
2021-04-01,Do,Grünabfuhr,B,4
2021-06-03,Do,Grünabfuhr,B,4
2021-06-17,Do,Grünabfuhr,B,4
2021-08-05,Do,Grünabfuhr,B,4
2021-10-21,Do,Grünabfuhr,B,4
2021-12-09,Do,Grünabfuhr,B,4
2021-01-08,Fr,Grünabfuhr,C,5
2021-01-22,Fr,Grünabfuhr,C,5
2021-03-12,Fr,Grünabfuhr,C,5
2021-04-16,Fr,Grünabfuhr,C,5
2021-04-23,Fr,Grünabfuhr,C,5
2021-05-14,Fr,Grünabfuhr,C,5
2021-07-23,Fr,Grünabfuhr,C,5
2021-07-30,Fr,Grünabfuhr,C,5
2021-09-03,Fr,Grünabfuhr,C,5
2021-09-17,Fr,Grünabfuhr,C,5
2021-10-22,Fr,Grünabfuhr,C,5
2021-10-29,Fr,Grünabfuhr,C,5
2021-11-26,Fr,Grünabfuhr,C,5
2021-12-24,Fr,Grünabfuhr,C,5
2021-02-04,Do,Grünabfuhr,D,4
2021-02-18,Do,Grünabfuhr,D,4
2021-03-18,Do,Grünabfuhr,D,4
2021-04-15,Do,Grünabfuhr,D,4
2021-06-03,Do,Grünabfuhr,D,4
2021-06-10,Do,Grünabfuhr,D,4
2021-06-17,Do,Grünabfuhr,D,4
2021-06-24,Do,Grünabfuhr,D,4
2021-07-08,Do,Grünabfuhr,D,4
2021-08-05,Do,Grünabfuhr,D,4
2021-09-09,Do,Grünabfuhr,D,4
2021-09-16,Do,Grünabfuhr,D,4
2021-10-07,Do,Grünabfuhr,D,4
2021-11-04,Do,Grünabfuhr,D,4
2021-11-11,Do,Grünabfuhr,D,4
2021-12-09,Do,Grünabfuhr,D,4
2021-12-23,Do,Grünabfuhr,D,4
2021-01-07,Do,Grünabfuhr,E,4
2021-01-21,Do,Grünabfuhr,E,4
2021-02-04,Do,Grünabfuhr,E,4
2021-02-18,Do,Grünabfuhr,E,4
2021-04-29,Do,Grünabfuhr,E,4
2021-05-06,Do,Grünabfuhr,E,4
2021-06-03,Do,Grünabfuhr,E,4
2021-08-05,Do,Grünabfuhr,E,4
2021-09-16,Do,Grünabfuhr,E,4
2021-09-23,Do,Grünabfuhr,E,4
2021-09-30,Do,Grünabfuhr,E,4
2021-10-07,Do,Grünabfuhr,E,4
2021-11-11,Do,Grünabfuhr,E,4
2021-11-18,Do,Grünabfuhr,E,4
2021-11-25,Do,Grünabfuhr,E,4
2021-01-05,Di,Grünabfuhr,F,2
2021-02-16,Di,Grünabfuhr,F,2
2021-03-02,Di,Grünabfuhr,F,2
2021-03-09,Di,Grünabfuhr,F,2
2021-03-23,Di,Grünabfuhr,F,2
2021-03-30,Di,Grünabfuhr,F,2
2021-04-13,Di,Grünabfuhr,F,2
2021-04-20,Di,Grünabfuhr,F,2
2021-05-04,Di,Grünabfuhr,F,2
2021-05-25,Di,Grünabfuhr,F,2
2021-06-01,Di,Grünabfuhr,F,2
2021-06-15,Di,Grünabfuhr,F,2
2021-08-10,Di,Grünabfuhr,F,2
2021-09-14,Di,Grünabfuhr,F,2
2021-09-21,Di,Grünabfuhr,F,2
2021-09-28,Di,Grünabfuhr,F,2
2021-10-19,Di,Grünabfuhr,F,2
2021-10-26,Di,Grünabfuhr,F,2
2021-11-16,Di,Grünabfuhr,F,2
2021-01-22,Fr,Grünabfuhr,G,5
2021-02-19,Fr,Grünabfuhr,G,5
2021-03-12,Fr,Grünabfuhr,G,5
2021-04-30,Fr,Grünabfuhr,G,5
2021-05-28,Fr,Grünabfuhr,G,5
2021-06-11,Fr,Grünabfuhr,G,5
2021-06-18,Fr,Grünabfuhr,G,5
2021-07-02,Fr,Grünabfuhr,G,5
2021-07-16,Fr,Grünabfuhr,G,5
2021-08-20,Fr,Grünabfuhr,G,5
2021-09-10,Fr,Grünabfuhr,G,5
2021-09-24,Fr,Grünabfuhr,G,5
2021-10-01,Fr,Grünabfuhr,G,5
2021-10-29,Fr,Grünabfuhr,G,5
2021-11-05,Fr,Grünabfuhr,G,5
2021-03-01,Mo,Grünabfuhr,H,1
2021-03-08,Mo,Grünabfuhr,H,1
2021-03-29,Mo,Grünabfuhr,H,1
2021-04-12,Mo,Grünabfuhr,H,1
2021-05-03,Mo,Grünabfuhr,H,1
2021-05-17,Mo,Grünabfuhr,H,1
2021-06-07,Mo,Grünabfuhr,H,1
2021-06-14,Mo,Grünabfuhr,H,1
2021-07-05,Mo,Grünabfuhr,H,1
2021-07-12,Mo,Grünabfuhr,H,1
2021-08-16,Mo,Grünabfuhr,H,1
2021-08-23,Mo,Grünabfuhr,H,1
2021-09-27,Mo,Grünabfuhr,H,1
2021-11-08,Mo,Grünabfuhr,H,1
2021-11-15,Mo,Grünabfuhr,H,1
2021-11-22,Mo,Grünabfuhr,H,1
2021-12-06,Mo,Grünabfuhr,H,1
2021-12-20,Mo,Grünabfuhr,H,1
2021-01-11,Mo,Metallabfuhr,A,1
2021-03-10,Mi,Metallabfuhr,A,3
2021-06-30,Mi,Metallabfuhr,A,3
2021-12-13,Mo,Metallabfuhr,A,1
2021-01-26,Di,Metallabfuhr,B,2
2021-02-09,Di,Metallabfuhr,C,2
2021-03-24,Mi,Metallabfuhr,C,3
2021-07-14,Mi,Metallabfuhr,C,3
2021-12-14,Di,Metallabfuhr,C,2
2021-01-28,Do,Metallabfuhr,D,4
2021-12-02,Do,Metallabfuhr,D,4
2021-12-30,Do,Metallabfuhr,D,4
2021-01-14,Do,Metallabfuhr,E,4
2021-01-29,Fr,Metallabfuhr,F,5
2021-06-02,Mi,Metallabfuhr,F,3
2021-12-17,Fr,Metallabfuhr,G,5
2021-01-25,Mo,Metallabfuhr,H,1
2021-05-05,Mi,Metallabfuhr,H,3
2021-11-29,Mo,Metallabfuhr,H,1
2021-01-20,Mi,Grobsperrgut,A,3
2021-02-03,Mi,Grobsperrgut,A,3
2021-03-03,Mi,Grobsperrgut,A,3
2021-05-26,Mi,Grobsperrgut,A,3
2021-12-01,Mi,Grobsperrgut,A,3
2021-12-15,Mi,Grobsperrgut,A,3
2021-12-29,Mi,Grobsperrgut,A,3
2021-02-03,Mi,Grobsperrgut,B,3
2021-03-03,Mi,Grobsperrgut,B,3
2021-04-28,Mi,Grobsperrgut,B,3
2021-07-21,Mi,Grobsperrgut,B,3
2021-11-10,Mi,Grobsperrgut,B,3
2021-12-01,Mi,Grobsperrgut,B,3
2021-12-15,Mi,Grobsperrgut,B,3
2021-12-29,Mi,Grobsperrgut,B,3
2021-02-24,Mi,Grobsperrgut,C,3
2021-05-26,Mi,Grobsperrgut,C,3
2021-11-24,Mi,Grobsperrgut,C,3
2021-12-08,Mi,Grobsperrgut,C,3
2021-01-13,Mi,Grobsperrgut,D,3
2021-01-27,Mi,Grobsperrgut,D,3
2021-03-31,Mi,Grobsperrgut,D,3
2021-04-28,Mi,Grobsperrgut,D,3
2021-07-21,Mi,Grobsperrgut,D,3
2021-08-18,Mi,Grobsperrgut,D,3
2021-11-24,Mi,Grobsperrgut,D,3
2021-02-10,Mi,Grobsperrgut,E,3
2021-04-14,Mi,Grobsperrgut,E,3
2021-07-07,Mi,Grobsperrgut,E,3
2021-08-04,Mi,Grobsperrgut,E,3
2021-09-01,Mi,Grobsperrgut,E,3
2021-11-24,Mi,Grobsperrgut,E,3
2021-12-08,Mi,Grobsperrgut,E,3
2021-02-10,Mi,Grobsperrgut,F,3
2021-02-24,Mi,Grobsperrgut,F,3
2021-09-29,Mi,Grobsperrgut,F,3
2021-01-06,Mi,Grobsperrgut,G,3
2021-02-03,Mi,Grobsperrgut,G,3
2021-10-27,Mi,Grobsperrgut,G,3
2021-12-29,Mi,Grobsperrgut,G,3
2021-01-20,Mi,Grobsperrgut,H,3
2021-03-17,Mi,Grobsperrgut,H,3
2021-04-14,Mi,Grobsperrgut,H,3
2021-07-07,Mi,Grobsperrgut,H,3
2021-09-01,Mi,Grobsperrgut,H,3
2021-12-15,Mi,Grobsperrgut,H,3
2021-12-29,Mi,Grobsperrgut,H,3
2021-06-09,Mi,Papierabfuhr,A,3
2021-07-07,Mi,Papierabfuhr,A,3
2021-09-01,Mi,Papierabfuhr,A,3
2021-02-10,Mi,Papierabfuhr,B,3
2021-03-17,Mi,Papierabfuhr,B,3
2021-05-12,Mi,Papierabfuhr,B,3
2021-10-27,Mi,Papierabfuhr,B,3
2021-12-22,Mi,Papierabfuhr,B,3
2021-02-03,Mi,Papierabfuhr,C,3
2021-06-02,Mi,Papierabfuhr,C,3
2021-07-28,Mi,Papierabfuhr,C,3
2021-01-06,Mi,Papierabfuhr,D,3
2021-04-07,Mi,Papierabfuhr,D,3
2021-06-02,Mi,Papierabfuhr,D,3
2021-07-28,Mi,Papierabfuhr,D,3
2021-11-17,Mi,Papierabfuhr,D,3
2021-04-21,Mi,Papierabfuhr,E,3
2021-06-16,Mi,Papierabfuhr,E,3
2021-09-08,Mi,Papierabfuhr,E,3
2021-11-03,Mi,Papierabfuhr,E,3
2021-12-01,Mi,Papierabfuhr,E,3
2021-12-29,Mi,Papierabfuhr,E,3
2021-02-17,Mi,Papierabfuhr,F,3
2021-05-19,Mi,Papierabfuhr,F,3
2021-09-08,Mi,Papierabfuhr,F,3
2021-10-06,Mi,Papierabfuhr,F,3
2021-12-01,Mi,Papierabfuhr,F,3
2021-12-29,Mi,Papierabfuhr,F,3
2021-01-27,Mi,Papierabfuhr,G,3
2021-03-03,Mi,Papierabfuhr,G,3
2021-04-28,Mi,Papierabfuhr,G,3
2021-07-21,Mi,Papierabfuhr,G,3
2021-10-13,Mi,Papierabfuhr,G,3
2021-12-08,Mi,Papierabfuhr,G,3
2021-01-27,Mi,Papierabfuhr,H,3
2021-03-03,Mi,Papierabfuhr,H,3
2021-04-28,Mi,Papierabfuhr,H,3
2021-05-26,Mi,Papierabfuhr,H,3
2021-08-18,Mi,Papierabfuhr,H,3
2021-04-19,Mo,Unbrennbares,A,1
2021-06-21,Mo,Unbrennbares,A,1
2021-09-27,Mo,Unbrennbares,A,1
2021-11-15,Mo,Unbrennbares,A,1
2021-10-19,Di,Unbrennbares,B,2
2021-11-23,Di,Unbrennbares,B,2
2021-02-12,Fr,Unbrennbares,C,5
2021-03-23,Di,Unbrennbares,C,2
2021-06-15,Di,Unbrennbares,C,2
2021-07-20,Di,Unbrennbares,C,2
2021-09-07,Di,Unbrennbares,C,2
2021-10-12,Di,Unbrennbares,C,2
2021-11-16,Di,Unbrennbares,C,2
2021-01-04,Mo,Unbrennbares,D,1
2021-07-26,Mo,Unbrennbares,D,1
2021-10-18,Mo,Unbrennbares,D,1
2021-12-16,Do,Unbrennbares,D,4
2021-01-25,Mo,Unbrennbares,E,1
2021-02-15,Mo,Unbrennbares,E,1
2021-04-26,Mo,Unbrennbares,E,1
2021-05-31,Mo,Unbrennbares,E,1
2021-06-14,Mo,Unbrennbares,E,1
2021-09-13,Mo,Unbrennbares,E,1
2021-12-20,Mo,Unbrennbares,E,1
2021-03-19,Fr,Unbrennbares,F,5
2021-07-30,Fr,Unbrennbares,F,5
2021-03-16,Di,Unbrennbares,G,2
2021-05-04,Di,Unbrennbares,G,2
2021-04-29,Do,Unbrennbares,H,4
2021-06-03,Do,Unbrennbares,H,4
2021-09-09,Do,Unbrennbares,H,4
2021-02-15,Mo,Häckseldienst,A,1
2021-04-12,Mo,Häckseldienst,B,1
2021-02-15,Mo,Häckseldienst,C,1
2021-06-14,Mo,Häckseldienst,C,1
2021-02-15,Mo,Häckseldienst,D,1
2021-04-14,Mi,Häckseldienst,E,3
2021-06-16,Mi,Häckseldienst,E,3
2021-09-08,Mi,Häckseldienst,E,3
2021-11-24,Mi,Häckseldienst,E,3
2021-04-13,Di,Häckseldienst,G,2
2021-09-07,Di,Häckseldienst,H,2
2021-11-23,Di,Häckseldienst,H,2
2020-01-29,Mi,Grobsperrgut,A,3
2020-03-25,Mi,Grobsperrgut,A,3
2020-06-17,Mi,Grobsperrgut,A,3
2020-08-05,Mi,Grobsperrgut,A,3
2020-10-28,Mi,Grobsperrgut,A,3
2020-03-25,Mi,Grobsperrgut,B,3
2020-04-15,Mi,Grobsperrgut,B,3
2020-04-22,Mi,Grobsperrgut,B,3
2020-06-17,Mi,Grobsperrgut,B,3
2020-09-02,Mi,Grobsperrgut,B,3
2020-09-30,Mi,Grobsperrgut,B,3
2020-10-28,Mi,Grobsperrgut,B,3
2020-11-11,Mi,Grobsperrgut,B,3
2020-12-09,Mi,Grobsperrgut,B,3
2020-01-22,Mi,Grobsperrgut,C,3
2020-02-19,Mi,Grobsperrgut,C,3
2020-04-15,Mi,Grobsperrgut,C,3
2020-05-13,Mi,Grobsperrgut,C,3
2020-06-17,Mi,Grobsperrgut,C,3
2020-07-08,Mi,Grobsperrgut,C,3
2020-07-29,Mi,Grobsperrgut,C,3
2020-08-05,Mi,Grobsperrgut,C,3
2020-09-02,Mi,Grobsperrgut,C,3
2020-09-30,Mi,Grobsperrgut,C,3
2020-11-25,Mi,Grobsperrgut,C,3
2020-12-30,Mi,Grobsperrgut,C,3
2020-02-05,Mi,Grobsperrgut,D,3
2020-03-25,Mi,Grobsperrgut,D,3
2020-05-13,Mi,Grobsperrgut,D,3
2020-07-08,Mi,Grobsperrgut,D,3
2020-07-29,Mi,Grobsperrgut,D,3
2020-08-05,Mi,Grobsperrgut,D,3
2020-12-30,Mi,Grobsperrgut,D,3
2020-02-19,Mi,Grobsperrgut,E,3
2020-07-22,Mi,Grobsperrgut,G,3
2020-08-19,Mi,Grobsperrgut,G,3
2020-10-14,Mi,Grobsperrgut,G,3
2020-04-29,Mi,Grobsperrgut,H,3
2020-05-27,Mi,Grobsperrgut,H,3
2020-08-19,Mi,Grobsperrgut,H,3
2020-06-11,Do,Grünabfuhr,A,4
